Altium Designer Pick and Place Locations
E:\OneDrive\EAGLE\projects\Sep-Nov_21\LIME_SDR_USB(update)\plug\1v4\Project Outputs for LimeSDR-USB_1v4\Pick Place for LimeSDR-USB_1v4.csv

========================================================================================================================
File Design Information:

Date:       11/11/21
Time:       00:15
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"R112","0R","BottomLayer","RES0402","665.354","113.189","90",""
"R111","0R","BottomLayer","RES0402","1063.976","835.630","270",""
"R110","0R","BottomLayer","RES0402","727.362","127.953","90",""
"C126","220uF, 4V","BottomLayer","CAP1206","1221.457","1634.842","45",""
"C245","220uF, 4V","BottomLayer","CAP1206","1482.284","2237.205","180",""
"R166","0R","BottomLayer","RES0402","645.669","270.669","270",""
"C272","100nF, 16V","BottomLayer","CAP0402","400.591","277.559","180",""
"C373","100nF, 16V","BottomLayer","CAP0402","441.929","182.087","90",""
"C372","100nF, 16V","BottomLayer","CAP0402","599.409","437.992","90",""
"R130","10k, 1%","BottomLayer","RES0402","838.583","249.016","90",""
"C136","100nF, 16V","BottomLayer","CAP0402","1965.551","1319.882","0",""
"C135","1uF, 10V","BottomLayer","CAP0402","1414.370","1398.622","0",""
"C129","4.7uF, 6.3V","BottomLayer","CAP0402","1453.740","1321.850","180",""
"C133","10uF, 6.3V","BottomLayer","CAP0603","1297.244","1293.307","0",""
"C132","100uF, 6.3V","BottomLayer","CAP1206","1590.551","941.929","180",""
"C119","100nF, 16V","BottomLayer","CAP0402","1573.819","1124.016","180",""
"VT7","NDS331N","BottomLayer","SOT23-3","2076.771","2237.204","0","NDS331N"
"R210","23.2k, 1%","TopLayer","RES0402","652.559","1804.134","0",""
"R209","39k, 1%","TopLayer","RES0402","676.181","1741.142","90",""
"R211","10k, 1%","TopLayer","RES0402","466.535","1707.677","270",""
"R67","10k, 1%","BottomLayer","RES0402","1964.567","2265.748","180",""
"R133","10k, 1%","BottomLayer","RES0402","2315.945","1154.528","180",""
"R212","0R","TopLayer","RES0402","506.890","1707.678","90",""
"R158","0R","BottomLayer","RES0402","1155.512","1870.079","90",""
"J13","FAN","TopLayer","HDR_1x2","2233.268","2248.031","90",""
"C131","100nF, 16V","BottomLayer","CAP0402","1395.669","1302.165","270",""
"C141","100nF, 16V","BottomLayer","CAP0402","1640.748","887.795","0",""
"C146","100nF, 16V","BottomLayer","CAP0402","2045.276","1083.661","0",""
"C130","1uF, 10V","BottomLayer","CAP0402","1907.480","1577.756","90",""
"C140","1uF, 10V","BottomLayer","CAP0402","1592.520","790.354","90",""
"C145","1uF, 10V","BottomLayer","CAP0402","2105.315","1142.716","270",""
"C122","4.7uF, 6.3V","BottomLayer","CAP0402","1252.953","1504.921","270",""
"C134","4.7uF, 6.3V","BottomLayer","CAP0402","1885.827","399.606","90",""
"C139","4.7uF, 6.3V","BottomLayer","CAP0402","2183.070","755.906","180",""
"C128","10uF, 6.3V","TopLayer","CAP0603","452.756","597.441","270",""
"C138","10uF, 6.3V","BottomLayer","CAP0603","1311.024","902.559","0",""
"C143","10uF, 6.3V","BottomLayer","CAP0603","2124.016","1021.653","270",""
"C127","100uF, 6.3V","BottomLayer","CAP1206","2172.244","1589.567","270",""
"C137","100uF, 6.3V","BottomLayer","CAP1206","1356.299","833.661","0",""
"C142","100uF, 6.3V","BottomLayer","CAP1206","2179.134","1156.496","270",""
"C125","100nF, 16V","BottomLayer","CAP0402","2242.126","1186.024","90",""
"C421","10uF, 25V","TopLayer","CAP0603","474.409","1633.858","0",""
"C387","10uF, 6.3V","BottomLayer","CAP0603","1283.465","2113.189","0",""
"FR61","600R, 2A","BottomLayer","RES0805","2083.169","213.583","90",""
"C409","4.7uF, 6.3V","BottomLayer","CAP0402","864.173","310.039","0",""
"MN8","100nF, 16V","TopLayer","CAP0402","3397.458","965.461","0",""
"MN7","2pF","TopLayer","CAP0402","3458.481","945.776","270",""
"MN5","100nF, 16V","TopLayer","CAP0402","3397.458","926.091","180",""
"IC18","M24128","BottomLayer","24FC512","897.638","143.702","180","M24128"
"C279","100nF, 16V","BottomLayer","CAP0402","758.858","218.504","180",""
"R167","0R","BottomLayer","RES0402","555.610","315.453","180",""
"XT2","25MHz","BottomLayer","CRYSTAL_4-LCC","1026.575","1490.158","0","Oscillator Crystal 25 MHz"
"VD1","SK36A","TopLayer","DIODE_SMB","413.386","199.803","0","Diode Schottky SMD SOD-523F"
"R148","0R","BottomLayer","RES0402","1184.055","1746.063","270",""
"IC25","FPF3042","BottomLayer","FPF3042","462.107","343.012","90",""
"C375","10uF, 16V","BottomLayer","CAP0603","487.205","221.457","90",""
"C374","10uF, 25V","TopLayer","CAP0603","323.819","94.488","180",""
"C366","100nF, 16V","BottomLayer","CAP0402","991.142","1598.425","270",""
"C365","100nF, 16V","BottomLayer","CAP0402","1063.976","1593.504","270",""
"C364","100nF, 16V","BottomLayer","CAP0402","1103.347","1620.079","270",""
"C363","10pF, 25V","TopLayer","CAP0402","1050.197","1473.425","0",""
"C362","10pF, 25V","TopLayer","CAP0402","1000.000","1512.795","180",""
"J21","Header 3x1 pin","TopLayer","HDR_1x3","152.559","761.811","90","Header, 3-pin"
"IC36","SPX3819R2","TopLayer","SPX3819R2-L/TR","581.693","1665.354","90",""
"FR63","600R, 2A","TopLayer","RES0805","733.268","1669.291","270",""
"C418","4.7uF, 6.3V","TopLayer","CAP0402","674.213","1449.803","90",""
"R108","0R","BottomLayer","RES0402","117.126","661.417","270",""
"R107","0R","BottomLayer","RES0402","32.480","661.417","270",""
"R106","0R","BottomLayer","RES0402","74.803","661.417","270",""
"R105","10k, 1%","BottomLayer","RES0402","74.802","580.709","90",""
"R104","10k, 1%","BottomLayer","RES0402","32.480","580.709","90",""
"R103","10k, 1%","BottomLayer","RES0402","117.126","580.709","90",""
"R177","0R","BottomLayer","RES0402","1909.449","136.810","270",""
"R176","0R","BottomLayer","RES0402","2021.653","136.810","270",""
"FR57","600R, 2A","BottomLayer","RES0805","1964.567","199.802","90",""
"FR54","600R, 2A","TopLayer","RES0805","887.796","1602.362","90",""
"FR49","600R, 2A","BottomLayer","RES0805","425.197","1727.362","90",""
"C380","1uF, 10V","BottomLayer","CAP0402","2018.701","220.472","90",""
"C381","100nF, 16V","BottomLayer","CAP0402","1910.433","220.472","270",""
"R46","49.9R, 1%","BottomLayer","RES0402","1356.299","1576.772","90",""
"R47","49.9R, 1%","BottomLayer","RES0402","1416.339","1621.063","270",""
"R69","100K","TopLayer","RES0402","1319.882","2103.346","90",""
"R134","1k, 1%","BottomLayer","RES0402","295.276","1433.071","180",""
"R135","1k, 1%","BottomLayer","RES0402","295.276","1476.378","180",""
"C379","10uF, 25V","BottomLayer","CAP0603","518.701","455.709","270",""
"C400","10uF, 25V","TopLayer","CAP0603","1883.858","158.464","180",""
"C367","10uF, 25V","TopLayer","CAP0603","442.914","333.661","0",""
"C368","10uF, 25V","TopLayer","CAP0603","518.701","475.394","270",""
"C369","10uF, 25V","BottomLayer","CAP0603","577.756","240.158","90",""
"C370","10uF, 25V","BottomLayer","CAP0603","673.228","387.795","180",""
"C371","10uF, 25V","TopLayer","CAP0603","595.472","326.772","90",""
"C395","100nF, 16V","TopLayer","CAP0402","1550.197","2125.000","180",""
"LEDS2","2xLED standoff","TopLayer","LED_STANDOFF_H-201C","244.095","1684.055","90",""
"LEDS1","2xLED standoff","TopLayer","LED_STANDOFF_H-201C","244.095","1866.142","90",""
"R124","0R","TopLayer","RES0402","641.732","885.827","180",""
"R120","0R","TopLayer","RES0402","686.024","951.772","0",""
"R60","0R","TopLayer","RES0402","1755.906","483.268","90",""
"R59","0R","TopLayer","RES0402","1755.906","565.945","90",""
"R57","0R","TopLayer","RES0402","1799.213","483.268","90",""
"R56","0R","TopLayer","RES0402","1799.213","565.945","90",""
"R53","0R","TopLayer","RES0402","1842.520","565.945","90",""
"R54","0R","TopLayer","RES0402","1842.520","483.268","90",""
"R51","0R","TopLayer","RES0402","1886.811","565.945","90",""
"R52","0R","TopLayer","RES0402","1886.811","483.268","90",""
"J16","FX3 JTAG","TopLayer","SWD_10_PIN","473.424","828.740","0","Header, 5-Pin, Dual row"
"C147","100nF, 16V","BottomLayer","CAP0402","1431.102","259.843","0",""
"IC16","LM75","TopLayer","HWSON8_LM75","2319.882","1179.134","270",""
"C280","100nF, 16V","BottomLayer","CAP0402","2315.945","1113.188","0",""
"C335","100nF, 16V","TopLayer","CAP0402","1089.567","1808.071","90",""
"R186","10k, 1%","TopLayer","RES0402","1630.906","2250.000","270",""
"R187","10k, 1%","TopLayer","RES0402","1650.591","2187.008","180",""
"R203","1k, 1%","BottomLayer","RES0402","1108.701","304.567","90",""
"R198","1k, 1%","BottomLayer","RES0402","2379.921","1643.701","270",""
"R202","0R","BottomLayer","RES0402","1171.693","328.189","180",""
"IC28","AP7361-FGE","BottomLayer","AP7361","2257.874","413.386","180",""
"C392","10uF, 6.3V","TopLayer","CAP0603","1435.040","2119.094","180",""
"C393","10uF, 6.3V","TopLayer","CAP0603","1323.819","2200.787","90",""
"C405","4.7uF, 6.3V","BottomLayer","CAP0402","2235.236","1618.110","270",""
"C394","1uF, 10V","TopLayer","CAP0402","1672.244","2250.000","90",""
"C410","4.7uF, 6.3V","BottomLayer","CAP0402","1110.236","390.748","270",""
"R207","10k, 1%","BottomLayer","RES0402","2313.977","170.275","270",""
"R205","10k, 1%","BottomLayer","RES0402","2251.968","189.961","0",""
"R175","470R, 0.5%","TopLayer","RES0402","1203.740","189.961","0",""
"R174","1k, 1%","TopLayer","RES0402","1121.063","189.961","180",""
"R190","1k, 1%","BottomLayer","RES0402","2481.299","875.984","270",""
"R155","0R","BottomLayer","RES0402","1196.851","1870.079","270",""
"R178","0R","BottomLayer","RES0402","2427.756","388.346","90",""
"R173","0R","TopLayer","RES0402","1058.071","159.449","90",""
"R208","0R","TopLayer","RES0402","627.953","1449.803","90",""
"R197","806R, 1%","TopLayer","RES0402","1846.457","2097.441","180",""
"R193","1k, 1%","TopLayer","RES0402","1866.142","2160.433","90",""
"R192","0R","BottomLayer","RES0402","2235.236","1528.543","90",""
"R204","0R","BottomLayer","RES0402","2188.976","170.276","90",""
"R182","806R, 1%","BottomLayer","RES0402","2376.575","348.976","270",""
"R179","1k, 1%","BottomLayer","RES0402","2376.575","431.653","90",""
"R188","0R","BottomLayer","RES0402","2377.953","1021.654","270",""
"IC35","LP38503TS","TopLayer","TO-263-5_v2","2174.213","335.630","90",""
"FR51","600R, 2A","TopLayer","RES0805","1015.748","1811.516","0",""
"IC26","AP7361-FGE","TopLayer","AP7361","1134.842","311.024","90",""
"FR55","600R, 0.27A","BottomLayer","RES0201","515.748","2272.638","270",""
"FR58","600R, 2A","BottomLayer","RES0805","2144.291","373.582","90",""
"FR62","600R, 2A","TopLayer","RES0805","484.252","1444.882","90",""
"FR60","600R, 2A","BottomLayer","RES0805","2332.677","1367.126","90",""
"FR59","600R, 2A","BottomLayer","RES0805","2238.189","996.063","270",""
"C416","10uF, 16V","TopLayer","CAP0603","1932.086","361.221","270",""
"C414","4.7uF, 6.3V","BottomLayer","CAP0402","2115.157","133.858","180",""
"C377","4.7uF, 6.3V","TopLayer","CAP0402","1043.307","258.858","270",""
"C376","4.7uF, 6.3V","TopLayer","CAP0402","1134.842","435.039","270",""
"C382","1uF, 10V","BottomLayer","CAP0402","2216.142","320.433","180",""
"C420","10uF, 25V","TopLayer","CAP0603","447.835","1529.528","0",""
"C383","4.7uF, 6.3V","BottomLayer","CAP0402","2152.165","472.992","270",""
"C336","100pF, 50V","BottomLayer","CAP0402","838.583","2086.613","270",""
"C417","10uF, 6.3V","TopLayer","CAP0603","754.922","1777.559","270",""
"C401","4.7uF, 6.3V","TopLayer","CAP0402","2114.567","2141.732","180",""
"C403","1uF, 10V","BottomLayer","CAP0402","2301.181","1288.386","0",""
"C404","4.7uF, 6.3V","BottomLayer","CAP0402","2282.480","1382.874","90",""
"C397","4.7uF, 6.3V","BottomLayer","CAP0402","2213.583","866.142","0",""
"C384","4.7uF, 6.3V","BottomLayer","CAP0402","2417.913","476.929","270",""
"C396","1uF, 10V","BottomLayer","CAP0402","2293.307","1010.827","90",""
"R185","44.2k, 1%","TopLayer","RES0402","763.779","317.913","90",""
"R184","2.21k, 1%","BottomLayer","RES0402","766.732","451.772","0",""
"R183","100k, 5%","TopLayer","RES0402","681.102","317.913","270",""
"R180","10k, 1%","TopLayer","RES0402","838.583","414.370","180",""
"L1","1.5uH","TopLayer","FDVE1040_TOKO_INDUCTOR","984.252","724.410","90",""
"IC27","ADP2386","TopLayer","ADP2386","673.228","465.551","180",""
"C390","1200pF, 50V","TopLayer","CAP0402","838.583","333.662","0",""
"C389","4.7pF, 50V","TopLayer","CAP0402","838.583","373.032","0",""
"C391","22nF, 50V","TopLayer","CAP0402","722.441","317.913","270",""
"C388","1uF, 10V","TopLayer","CAP0402","838.583","455.709","0",""
"C386","100uF, 6.3V","TopLayer","CAP1206","725.394","842.520","270",""
"C385","100uF, 6.3V","TopLayer","CAP1206","645.669","647.638","0",""
"C378","100nF, 16V","BottomLayer","CAP0402","598.425","499.016","0",""
"R92","0R","TopLayer","RES0402","431.102","1162.401","0",""
"IC14","SP3010-04UTG","TopLayer","SP3010-04UTG","430.630","1071.850","270",""
"FR39","600R, 0.27A","BottomLayer","RES0201","65.354","1388.413","180",""
"FR38","600R, 0.27A","TopLayer","RES0201","297.244","1349.409","0",""
"C274","100nF, 16V","BottomLayer","CAP0402","68.898","1453.740","0",""
"C273","1uF, 16V","TopLayer","CAP0603","356.299","1400.591","180",""
"C270","100nF, 16V","TopLayer","CAP0402","577.755","1186.024","0",""
"C271","100nF, 16V","TopLayer","CAP0402","577.755","1146.654","180",""
"IC20","LMK00105","BottomLayer","LMK00105SQ","956.693","2089.076","90",""
"C330","100nF, 16V","BottomLayer","CAP0402","1068.898","1875.000","0",""
"C338","100nF, 16V","TopLayer","CAP0402","793.307","1961.614","0",""
"C349","100pF, 50V","TopLayer","CAP0402","713.582","1823.820","270",""
"J19","U.FL/MMCX","TopLayer","MMCX_UFL_conn_u","432.087","1929.134","180",""
"C341","1uF, 10V","TopLayer","CAP0402","905.512","1815.945","180",""
"C144","4.7uF, 6.3V","BottomLayer","CAP0402","2396.653","1252.953","90",""
"MN15","0.5pF","TopLayer","CAP0402","3395.181","653.217","45",""
"MN30","100uH","TopLayer","RES0805","3002.362","743.054","270",""
"C7","100nF, 16V","TopLayer","CAP0402","3459.275","820.342","180",""
"MN2","100uH","TopLayer","RES0805","3378.162","870.592","0",""
"MN1","100uH","TopLayer","RES0805","3378.133","1021.971","0",""
"MN10","0uH (0R)","TopLayer","RES0805","3391.938","764.023","315",""
"MN9","0uH (0R)","TopLayer","RES0805","3284.917","656.961","315",""
"C14","470pF, 50V","TopLayer","CAP0402","2884.842","2015.748","270",""
"C23","470pF, 50V","TopLayer","CAP0402","3141.732","2015.748","270",""
"T10","TC1-1-13MA+","TopLayer","TC1-1-13MA+_v2","3590.319","1395.191","90",""
"MN52","2pF","TopLayer","CAP0402","3196.903","1621.802","247.5",""
"MN42","1pF","TopLayer","CAP0402","2877.531","802.976","135",""
"MN35","2pF","TopLayer","CAP0402","3077.972","662.752","180",""
"MN22","0.5pF","TopLayer","CAP0402","2858.542","1590.289","45",""
"C8","100nF, 16V","TopLayer","CAP0402","3203.921","661.817","90",""
"C25","100nF, 16V","TopLayer","CAP0402","2701.261","804.454","45",""
"T1","TC1-1-13MA+","TopLayer","TC1-1-13MA+_v2","3615.962","977.272","90",""
"T5","TC1-1-13MA+","TopLayer","TC1-1-13MA+_v2","3091.576","1854.033","180",""
"T3","TC1-1-13MA+","TopLayer","TC1-1-13MA+_v2","2899.672","1808.648","205",""
"T4","TCM1-63AX+","TopLayer","TCM1-63AX+_v2","2746.202","1702.629","45",""
"T8","TC1-1-13MA+","TopLayer","TC1-1-13MA+_v2","3464.664","1704.756","135",""
"T9","TCM1-63AX+","TopLayer","TCM1-63AX+_v2","3314.456","1816.139","337.5",""
"T6","TC1-1-13MA+","TopLayer","TC1-1-13MA+_v2","3062.224","505.272","0",""
"T2","TCM1-63AX+","TopLayer","TCM1-63AX+_v2","3522.284","557.610","225",""
"MN54","10nH, 5%","TopLayer","RES0402","3435.197","1384.003","90",""
"MN43","0.5pF","TopLayer","CAP0402","2791.231","716.675","315",""
"MN4","47nH","TopLayer","RES0402","3295.096","906.406","270",""
"MN32","47nH","TopLayer","RES0402","3038.602","826.138","180",""
"MN46","8.2nH, 5%","TopLayer","RES0402","3353.309","1593.401","315",""
"MN18","8.2nH, 5%","TopLayer","RES0402","2966.226","1665.923","25",""
"MN26","10nH, 5%","TopLayer","RES0402","3107.323","1696.553","0",""
"MN12","8.2nH, 5%","TopLayer","RES0402","3307.472","797.013","45",""
"MN11","8.2nH, 5%","TopLayer","RES0402","3251.794","741.336","225",""
"MN40","8.2nH, 5%","TopLayer","RES0402","2934.601","804.368","315",""
"MN56","100pF, 50V","TopLayer","CAP0402","3371.799","1364.121","180",""
"C43","470pF, 50V","TopLayer","CAP0402","3755.129","1424.936","270",""
"MN41","0.8pF","TopLayer","CAP0402","2848.301","745.906","45",""
"MN53","100pF, 50V","TopLayer","CAP0402","3371.816","1403.065","180",""
"C19","100pF, 50V","TopLayer","CAP0402","2665.666","1853.876","315",""
"MN21","2pF","TopLayer","CAP0402","2915.611","1561.059","315",""
"MN23","1pF","TopLayer","CAP0402","2944.842","1503.990","45",""
"MN48","510pF","TopLayer","CAP0402","3296.239","1564.170","225",""
"C34","470pF, 50V","TopLayer","CAP0402","3625.026","1840.749","270",""
"MN47","1.2pF","TopLayer","CAP0402","3266.992","1507.527","315",""
"MN45","510pF","TopLayer","CAP0402","3324.078","1536.331","225",""
"MN36","100nF, 16V","TopLayer","CAP0402","3097.657","723.776","270",""
"MN24","2pF","TopLayer","CAP0402","2887.773","1533.220","315",""
"MN13","0.8pF","TopLayer","CAP0402","3365.950","710.287","135",""
"MN34","0.5pF","TopLayer","CAP0402","3077.972","784.799","180",""
"MN6","0.5pF","TopLayer","CAP0402","3336.008","945.760","270",""
"MN27","0.8pF","TopLayer","CAP0402","3107.323","1574.506","180",""
"MN28","100pF, 50V","TopLayer","CAP0402","3087.638","1635.529","270",""
"MN16","0.8pF","TopLayer","CAP0402","3338.111","682.448","135",""
"MN25","100pF, 50V","TopLayer","CAP0402","3127.008","1635.529","270",""
"MN20","510pF","TopLayer","CAP0402","2974.175","1602.298","295",""
"C24","100nF, 16V","TopLayer","CAP0402","3306.856","563.312","135",""
"MN19","1.2pF","TopLayer","CAP0402","3017.789","1555.737","25",""
"MN17","510pF","TopLayer","CAP0402","3009.856","1618.936","295",""
"C4","100nF, 16V","TopLayer","CAP0402","3459.345","1071.495","180",""
"C28","100nF, 16V","TopLayer","CAP0402","3485.006","741.462","135",""
"MN44","0.8pF","TopLayer","CAP0402","2820.462","773.745","45",""
"MN50","0.5pF","TopLayer","CAP0402","3238.443","1670.647","337.5",""
"MN33","100nF, 16V","TopLayer","CAP0402","3058.287","723.776","90",""
"MN39","8.2nH, 5%","TopLayer","RES0402","2878.923","860.046","135",""
"MN38","0uH (0R)","TopLayer","RES0805","2901.610","719.902","225",""
"MN37","0uH (0R)","TopLayer","RES0805","2794.548","826.923","225",""
"T7","TCM1-63AX+","TopLayer","TCM1-63AX+_v2","2679.876","605.320","135",""
"MN49","2pF","TopLayer","CAP0402","3233.276","1606.735","247.5",""
"MN51","1pF","TopLayer","CAP0402","3190.984","1556.071","337.5",""
"MN31","47nH","TopLayer","RES0402","3117.343","826.138","0",""
"MN29","100uH","TopLayer","RES0805","3153.741","743.084","270",""
"MN3","47nH","TopLayer","RES0402","3295.096","985.146","90",""
"MN14","1pF","TopLayer","CAP0402","3308.880","739.518","225",""
"C27","100nF, 16V","TopLayer","CAP0402","2951.401","661.878","90",""
"C5","100nF, 16V","TopLayer","CAP0402","2879.551","627.429","45",""
"IC1","LMS7002M","TopLayer","LMS7002M_v3","2999.074","1186.725","180",""
"C225","0.1uF","TopLayer","CKCA43X7R1C104M100AA","2307.087","2088.582","180",""
"C221","100nF, 16V","BottomLayer","CAP0402","1862.205","1721.457","270",""
"C222","100nF, 16V","BottomLayer","CAP0402","1925.197","1721.457","270",""
"C223","100nF, 16V","BottomLayer","CAP0402","1988.189","1721.457","270",""
"C224","100nF, 16V","BottomLayer","CAP0402","2124.016","1721.457","270",""
"C230","0.1uF","TopLayer","CKCA43X7R1C104M100AA","2018.701","1709.646","90",""
"C244","100nF, 16V","TopLayer","CAP0402","2170.276","2090.551","0",""
"C231","0.1uF","TopLayer","CKCA43X7R1C104M100AA","1924.213","1924.213","90",""
"C240","10uF, 6.3V","BottomLayer","CAP0603","2350.394","2072.835","180",""
"C243","100nF, 16V","BottomLayer","CAP0402","2051.181","2132.874","90",""
"C250","0.1uF","TopLayer","CKCA43X7R1C104M100AA","1586.614","1711.614","90",""
"C255","0.1uF","TopLayer","CKCA43X7R1C104M100AA","1053.150","1981.299","180",""
"C256","0.1uF","TopLayer","CKCA43X7R1C104M100AA","1188.976","1665.354","0",""
"R75","8x56R","TopLayer","EXB2HV","2273.622","1927.165","0",""
"R76","100R, 1%","TopLayer","RES0402","2066.929","1795.276","0",""
"R77","8x56R","TopLayer","EXB2HV","2185.039","1705.709","270",""
"R78","8x56R","TopLayer","EXB2HV","2088.583","1924.213","270",""
"R81","8x56R","TopLayer","EXB2HV","1190.945","1997.047","180",""
"R82","100R, 1%","TopLayer","RES0402","1471.457","1971.457","180",""
"R83","8x56R","TopLayer","EXB2HV","1190.945","1823.819","180",""
"R84","8x56R","TopLayer","EXB2HV","1421.260","1707.677","270",""
"C399","100nF, 16V","BottomLayer","CAP0402","1687.992","127.953","90",""
"C406","220uF, 4V","TopLayer","CAP1206","1448.819","194.882","90",""
"C407","220uF, 4V","TopLayer","CAP1206","1353.346","194.881","90",""
"C408","1uF, 10V","TopLayer","CAP0402","1731.299","368.110","90",""
"C413","22nF, 50V","TopLayer","CAP0402","1869.094","251.969","0",""
"C411","68pF, 25V","TopLayer","CAP0402","1813.976","368.110","90",""
"C412","1500pF, 50V","TopLayer","CAP0402","1853.347","368.110","90",""
"IC31","ADP2386","TopLayer","ADP2386","1721.457","202.756","270",""
"L2","1uH","TopLayer","FDVE1040_TOKO_INDUCTOR","1459.646","508.858","180",""
"R195","10k, 1%","TopLayer","RES0402","1772.638","368.110","270",""
"R199","124k, 1%","TopLayer","RES0402","1869.094","210.630","0",""
"R200","10k, 1%","BottomLayer","RES0402","1735.236","296.260","270",""
"R201","66.5k, 1%","TopLayer","RES0402","1869.094","293.307","180",""
"C6","100nF, 16V","TopLayer","CAP0402","3745.079","844.488","90",""
"C12","47pF","BottomLayer","CAP0402","3559.055","408.464","270",""
"C26","100nF, 16V","TopLayer","CAP0402","3111.811","360.236","90",""
"J1","U.FL/MMCX","TopLayer","MMCX_UFL_conn_u","3745.079","702.756","0","CONN UMC RCPT STR 50 OHM SMD"
"J6","U.FL/MMCX","TopLayer","MMCX_UFL_conn_u","3111.811","214.567","0","CONN UMC RCPT STR 50 OHM SMD"
"J2","U.FL/MMCX","TopLayer","MMCX_UFL_conn_u","3590.551","162.402","0","CONN UMC RCPT STR 50 OHM SMD"
"J7","U.FL/MMCX","TopLayer","MMCX_UFL_conn_u","2607.283","195.866","0","CONN UMC RCPT STR 50 OHM SMD"
"J3","U.FL/MMCX","TopLayer","MMCX_UFL_conn_u","2884.843","2197.834","180","CONN UMC RCPT STR 50 OHM SMD"
"J8","U.FL/MMCX","TopLayer","MMCX_UFL_conn_u","3625.000","2000.000","180","CONN UMC RCPT STR 50 OHM SMD"
"J4","U.FL/MMCX","TopLayer","MMCX_UFL_conn_u","2635.180","2197.834","180","CONN UMC RCPT STR 50 OHM SMD"
"J9","U.FL/MMCX","TopLayer","MMCX_UFL_conn_u","3399.606","2197.834","180","CONN UMC RCPT STR 50 OHM SMD"
"J10","U.FL/MMCX","TopLayer","MMCX_UFL_conn_u","3754.921","1586.614","180","CONN UMC RCPT STR 50 OHM SMD"
"J5","U.FL/MMCX","TopLayer","MMCX_UFL_conn_u","3141.732","2197.834","180","CONN UMC RCPT STR 50 OHM SMD"
"MECH1","# pcs.","TopLayer","PCB_STANDOFF","3785.433","2210.630","0","STANDOFF M/F MET 5MM HEX 10MM L"
"MECH2","# pcs.","TopLayer","PCB_STANDOFF","151.575","151.575","0","STANDOFF M/F MET 5MM HEX 10MM L"
"MECH4","# pcs.","TopLayer","PCB_STANDOFF","151.575","2210.630","0","STANDOFF M/F MET 5MM HEX 10MM L"
"MECH3","# pcs.","TopLayer","PCB_STANDOFF","3785.433","151.575","0","STANDOFF M/F MET 5MM HEX 10MM L"
"FR17","600R, 0.27A","BottomLayer","RES0201","2952.796","928.887","270",""
"C1","10pF, 25V","BottomLayer","CAP0402","2783.473","836.641","180",""
"C2","1uF, 10V","BottomLayer","CAP0402","1931.102","606.299","270",""
"C3","1uF, 10V","BottomLayer","CAP0402","1589.567","589.567","180",""
"C275","13pF, 5%","BottomLayer","CAP0402","559.055","795.275","270",""
"C277","13pF, 5%","BottomLayer","CAP0402","263.779","850.394","90",""
"C278","100nF, 16V","TopLayer","CAP0402","793.307","1575.787","0",""
"C276","100nF, 16V","BottomLayer","CAP0402","825.787","622.047","270",""
"C296","100nF, 16V","BottomLayer","CAP0402","671.260","1246.063","90",""
"C297","10nF, 10%","BottomLayer","CAP0402","690.945","1177.165","180",""
"C295","10uF, 6.3V","BottomLayer","CAP0603","599.409","1262.795","270",""
"C304","22uF, 10V","BottomLayer","CAP0603","62.008","835.137","0",""
"C299","100nF, 16V","BottomLayer","CAP0402","603.346","1021.654","270",""
"C298","22uF, 10V","BottomLayer","CAP0603","559.055","985.236","90",""
"C300","100nF, 16V","BottomLayer","CAP0402","565.944","1135.827","180",""
"C301","22uF, 10V","BottomLayer","CAP0603","470.473","1027.559","0",""
"C302","100nF, 16V","BottomLayer","CAP0402","504.345","1154.935","270",""
"C303","22uF, 10V","BottomLayer","CAP0603","397.637","1171.260","90",""
"C283","22uF, 10V","BottomLayer","CAP0603","417.323","632.874","0",""
"C290","22uF, 10V","BottomLayer","CAP0603","711.614","800.197","180",""
"C284","100nF, 16V","BottomLayer","CAP0402","859.252","1040.354","0",""
"C285","100nF, 16V","BottomLayer","CAP0402","1051.181","1304.134","0",""
"C286","10nF, 10%","BottomLayer","CAP0402","783.465","1040.354","0",""
"C287","10nF, 10%","BottomLayer","CAP0402","1051.181","1269.685","180",""
"C288","100nF, 16V","BottomLayer","CAP0402","853.346","1414.370","90",""
"C289","10nF, 10%","BottomLayer","CAP0402","836.614","943.898","90",""
"C291","100nF, 16V","BottomLayer","CAP0402","767.717","916.339","0",""
"C292","10nF, 10%","BottomLayer","CAP0402","708.661","944.882","90",""
"C293","100nF, 16V","BottomLayer","CAP0402","669.291","944.882","270",""
"C294","10nF, 10%","BottomLayer","CAP0402","686.024","1414.370","270",""
"C305","100nF, 16V","BottomLayer","CAP0402","768.701","1414.370","90",""
"C306","100nF, 16V","BottomLayer","CAP0402","890.748","1414.370","90",""
"C307","100nF, 16V","BottomLayer","CAP0402","1051.181","1233.268","0",""
"C308","100nF, 16V","BottomLayer","CAP0402","1051.181","1115.158","0",""
"C309","100nF, 16V","BottomLayer","CAP0402","876.968","943.898","270",""
"C310","100nF, 16V","BottomLayer","CAP0402","769.685","1216.535","270",""
"C311","100nF, 16V","BottomLayer","CAP0402","604.330","1336.614","180",""
"C312","100nF, 16V","BottomLayer","CAP0402","752.953","977.362","270",""
"C313","10nF, 10%","BottomLayer","CAP0402","808.071","1414.370","270",""
